features,pm25
"[24.0,46.0,76.0,22.0,67.0,24.0,2.0,-21.0,79.0]",100.0
"[24.0,46.0,99.0,27.0,32.0,4.0,-3.0,14.0,96.33]",103.0
"[24.0,46.0,100.25404591644713,35.0,43.0,0.0,-11.0,3.0,100.25]",100.25404591644713
"[24.0,46.0,146.0,27.0,37.0,-8.0,-3.0,9.0,143.33]",138.0
"[24.0,47.0,54.0,29.0,50.0,-3.0,-5.0,-3.0,54.67]",51.0
"[24.0,48.0,41.0,33.0,77.0,6.0,-9.0,-29.0,42.0]",47.0
"[24.0,49.0,68.0,23.0,41.0,8.0,1.0,8.0,67.33]",76.0
"[24.0,50.0,27.0,24.0,52.0,-2.0,0.0,-2.0,27.33]",25.0
"[24.0,50.0,73.0,31.0,65.0,5.0,-7.0,-15.0,75.67]",78.0
"[24.0,50.0,153.0,20.0,39.0,-6.0,4.0,11.0,154.33]",147.0
"[24.0,51.0,27.0,29.0,51.0,9.0,-5.0,0.0,25.33]",36.0
"[24.0,51.0,42.0,31.0,32.0,3.0,-7.0,19.0,43.33]",45.0
"[24.0,51.0,56.0,24.0,68.0,11.0,0.0,-17.0,52.0]",67.0
"[24.0,52.0,30.0,28.0,63.0,-3.0,-4.0,-11.0,31.33]",27.0
"[24.0,52.0,92.0,23.0,35.0,2.0,1.0,17.0,91.33]",94.0
"[24.0,53.0,60.0,32.0,52.0,2.0,-8.0,1.0,60.67]",62.0
"[24.0,53.0,95.0,27.0,78.0,1.0,-3.0,-25.0,95.33]",96.0
"[24.0,53.0,104.0,21.0,52.0,-1.0,3.0,1.0,106.33]",103.0
"[24.0,53.0,145.0,27.0,72.0,0.0,-3.0,-19.0,146.67]",145.0
"[24.0,53.0,286.0,33.0,47.0,-82.0,-9.0,6.0,277.67]",204.0
"[24.0,55.0,78.0,30.0,43.0,1.0,-6.0,12.0,78.33]",79.0
"[24.0,55.0,105.0,32.0,73.0,-9.0,-8.0,-18.0,101.0]",96.0
"[24.0,55.0,110.0,28.0,47.0,5.0,-4.0,8.0,116.67]",115.0
"[24.0,55.0,135.0,32.0,74.0,16.0,-8.0,-19.0,130.33]",151.0
"[24.0,55.0,147.0,28.0,75.0,-4.0,-4.0,-20.0,139.33]",143.0
"[24.0,56.0,44.0,27.0,40.0,-10.0,-3.0,16.0,44.67]",34.0
"[24.0,56.0,72.0,32.0,53.0,-24.0,-8.0,3.0,66.0]",48.0
"[24.0,56.0,80.0,32.0,75.0,211.0,-8.0,-19.0,148.67]",291.0
"[24.0,56.0,135.0,21.0,40.0,-13.0,3.0,16.0,134.33]",122.0
"[24.0,57.0,208.0,22.0,49.0,6.0,2.0,8.0,205.0]",214.0
"[24.0,57.0,232.0,28.0,33.0,-10.0,-4.0,24.0,230.0]",222.0
"[24.0,58.0,41.0,30.0,54.0,-2.0,-6.0,4.0,40.67]",39.0
"[24.0,58.0,58.0,30.0,48.0,6.0,-6.0,10.0,59.33]",64.0
"[24.0,58.0,123.0,34.0,47.0,2.0,-10.0,11.0,117.33]",125.0
"[24.0,58.0,128.0,34.0,53.0,-25.0,-10.0,5.0,119.0]",103.0
"[24.0,59.0,36.0,25.0,45.0,10.0,-1.0,14.0,38.0]",46.0
"[24.0,59.0,42.0,30.0,59.0,-15.0,-6.0,0.0,39.33]",27.0
"[24.0,59.0,68.0,31.0,40.0,-28.0,-7.0,19.0,68.33]",40.0
"[24.0,59.0,100.25404591644713,31.0,48.0,0.0,-7.0,11.0,100.25]",100.25404591644713
"[24.0,60.0,42.0,20.0,64.0,-2.0,4.0,-4.0,40.33]",40.0
"[24.0,60.0,47.0,34.0,58.0,-8.0,-10.0,2.0,38.0]",39.0
"[24.0,60.0,67.0,29.0,66.0,-11.0,-5.0,-6.0,64.0]",56.0
"[24.0,60.0,78.0,22.0,54.0,-7.0,2.0,6.0,77.67]",71.0
"[24.0,60.0,111.0,27.0,40.0,17.0,-3.0,20.0,119.67]",128.0
"[24.0,60.0,239.0,28.0,50.0,41.0,-4.0,10.0,246.0]",280.0
"[24.0,61.0,69.0,25.0,57.0,-5.0,-1.0,4.0,68.67]",64.0
"[24.0,62.0,49.0,33.0,53.0,36.0,-9.0,9.0,55.0]",85.0
"[24.0,63.0,18.0,30.0,61.0,4.0,-6.0,2.0,22.0]",22.0
"[24.0,64.0,37.0,20.0,36.0,-5.0,4.0,28.0,42.67]",32.0
"[24.0,64.0,52.0,31.0,39.0,-8.0,-7.0,25.0,50.33]",44.0
"[24.0,64.0,67.0,20.0,73.0,-5.0,4.0,-9.0,66.33]",62.0
"[24.0,64.0,131.0,26.0,37.0,35.0,-2.0,27.0,139.67]",166.0
"[24.0,64.0,233.0,30.0,56.0,-31.0,-6.0,8.0,238.0]",202.0
"[24.0,66.0,27.0,30.0,43.0,1.0,-6.0,23.0,28.0]",28.0
"[24.0,66.0,53.0,34.0,61.0,-6.0,-10.0,5.0,53.0]",47.0
"[24.0,67.0,69.0,29.0,32.0,-21.0,-5.0,35.0,64.0]",48.0
"[24.0,67.0,75.0,27.0,32.0,4.0,-3.0,35.0,72.0]",79.0
"[24.0,67.0,93.0,33.0,32.0,15.0,-9.0,35.0,97.67]",108.0
"[24.0,67.0,140.0,25.0,51.0,-19.0,-1.0,16.0,134.33]",121.0
"[24.0,67.0,165.0,29.0,50.0,-11.0,-5.0,17.0,168.0]",154.0
"[24.0,68.0,33.0,27.0,58.0,23.0,-3.0,10.0,39.0]",56.0
"[24.0,69.0,36.0,35.0,47.0,-9.0,-11.0,22.0,36.67]",27.0
"[24.0,69.0,82.0,30.0,46.0,0.0,-6.0,23.0,76.67]",82.0
"[24.0,69.0,149.0,27.0,80.0,8.0,-3.0,-11.0,145.0]",157.0
"[24.0,69.0,219.0,35.0,61.0,1.0,-11.0,8.0,205.33]",220.0
"[24.0,70.0,13.0,27.0,77.0,3.0,-3.0,-7.0,17.33]",16.0
"[24.0,70.0,27.0,31.0,48.0,16.0,-7.0,22.0,31.0]",43.0
"[24.0,70.0,45.0,24.0,51.0,7.0,0.0,19.0,46.33]",52.0
"[24.0,70.0,56.0,30.0,61.0,6.0,-6.0,9.0,60.33]",62.0
"[24.0,70.0,69.0,28.0,55.0,5.0,-4.0,15.0,71.33]",74.0
"[24.0,70.0,77.0,26.0,67.0,1.0,-2.0,3.0,76.0]",78.0
"[24.0,70.0,111.0,30.0,36.0,5.0,-6.0,34.0,114.33]",116.0
"[24.0,71.0,59.0,25.0,56.0,-1.0,-1.0,15.0,59.0]",58.0
"[24.0,72.0,30.0,22.0,64.0,6.0,2.0,8.0,39.67]",36.0
"[24.0,72.0,100.25404591644713,29.0,64.0,0.0,-5.0,8.0,100.25]",100.25404591644713
"[24.0,73.0,38.0,31.0,54.0,45.0,-7.0,19.0,53.0]",83.0
"[24.0,73.0,65.0,28.0,50.0,1.0,-4.0,23.0,64.67]",66.0
"[24.0,73.0,74.0,26.0,75.0,2.0,-2.0,-2.0,84.0]",76.0
"[24.0,73.0,80.0,31.0,75.0,-1.0,-7.0,-2.0,77.33]",79.0
"[24.0,73.0,93.0,23.0,37.0,-2.0,1.0,36.0,91.33]",91.0
"[24.0,73.0,98.0,25.0,40.0,6.0,-1.0,33.0,97.0]",104.0
"[24.0,73.0,106.0,20.0,58.0,-40.0,4.0,15.0,98.33]",66.0
"[24.0,74.0,92.0,35.0,54.0,26.0,-11.0,20.0,112.67]",118.0
"[24.0,74.0,115.0,21.0,53.0,5.0,3.0,21.0,113.33]",120.0
"[24.0,74.0,115.0,29.0,39.0,-3.0,-5.0,35.0,109.0]",112.0
"[24.0,75.0,79.0,32.0,77.0,10.0,-8.0,-2.0,87.33]",89.0
"[24.0,76.0,24.0,21.0,60.0,14.0,3.0,16.0,29.0]",38.0
"[24.0,76.0,68.0,28.0,49.0,50.0,-4.0,27.0,84.67]",118.0
"[24.0,77.0,48.0,27.0,60.0,-14.0,-3.0,17.0,42.67]",34.0
"[24.0,77.0,128.0,20.0,44.0,19.0,4.0,33.0,132.0]",147.0
"[24.0,77.0,177.0,23.0,62.0,18.0,1.0,15.0,182.0]",195.0
"[24.0,78.0,92.0,26.0,78.0,14.0,-2.0,0.0,97.33]",106.0
"[24.0,78.0,98.0,21.0,58.0,22.0,3.0,20.0,105.67]",120.0
"[24.0,79.0,46.0,25.0,56.0,15.0,-1.0,23.0,52.0]",61.0
"[24.0,79.0,48.0,26.0,62.0,14.0,-2.0,17.0,51.33]",62.0
"[24.0,79.0,55.0,25.0,33.0,0.0,-1.0,46.0,53.0]",55.0
"[24.0,79.0,75.0,30.0,31.0,-22.0,-6.0,48.0,64.0]",53.0
"[24.0,79.0,98.0,28.0,79.0,2.0,-4.0,0.0,97.0]",100.0
"[24.0,79.0,103.0,24.0,46.0,-5.0,0.0,33.0,100.0]",98.0
"[24.0,79.0,103.0,31.0,44.0,89.0,-7.0,35.0,131.33]",192.0
"[24.0,80.0,74.0,23.0,32.0,-4.0,1.0,48.0,64.67]",70.0
"[24.0,80.0,151.0,28.0,80.0,15.0,-4.0,0.0,152.0]",166.0
"[25.0,30.0,92.0,24.0,46.0,6.0,1.0,-16.0,99.0]",98.0
"[25.0,31.0,28.0,31.0,53.0,8.0,-6.0,-22.0,32.0]",36.0
"[25.0,31.0,174.0,21.0,71.0,-24.0,4.0,-40.0,157.0]",150.0
"[25.0,32.0,21.0,28.0,74.0,-5.0,-3.0,-42.0,17.33]",16.0
"[25.0,32.0,36.0,35.0,63.0,3.0,-10.0,-31.0,32.0]",39.0
"[25.0,32.0,37.0,34.0,48.0,0.0,-9.0,-16.0,37.33]",37.0
"[25.0,32.0,160.0,32.0,72.0,9.0,-7.0,-40.0,143.08]",169.0
"[25.0,32.0,165.0,30.0,68.0,-12.0,-5.0,-36.0,167.33]",153.0
"[25.0,33.0,49.0,34.0,30.0,6.0,-9.0,3.0,50.0]",55.0
"[25.0,34.0,24.0,23.0,63.0,-1.0,2.0,-29.0,24.67]",23.0
"[25.0,34.0,44.0,22.0,51.0,-14.0,3.0,-17.0,40.0]",30.0
"[25.0,34.0,67.0,23.0,79.0,4.0,2.0,-45.0,63.67]",71.0
"[25.0,35.0,56.0,30.0,59.0,2.0,-5.0,-24.0,60.33]",58.0
"[25.0,35.0,59.0,28.0,71.0,-6.0,-3.0,-36.0,61.0]",53.0
"[25.0,35.0,113.0,28.0,47.0,34.0,-3.0,-12.0,121.33]",147.0
"[25.0,35.0,220.0,32.0,31.0,-119.74595408355287,-7.0,4.0,173.42]",100.25404591644713
"[25.0,36.0,126.0,21.0,46.0,6.0,4.0,-10.0,128.33]",132.0
"[25.0,36.0,231.0,24.0,53.0,21.0,1.0,-17.0,219.33]",252.0
"[25.0,37.0,100.0,30.0,65.0,-2.0,-5.0,-28.0,101.0]",98.0
"[25.0,38.0,100.25404591644713,23.0,45.0,182.74595408355287,2.0,-7.0,200.08]",283.0
"[25.0,39.0,58.0,23.0,57.0,5.0,2.0,-18.0,57.0]",63.0
"[25.0,39.0,68.0,21.0,46.0,12.0,4.0,-7.0,68.67]",80.0
"[25.0,39.0,76.0,33.0,63.0,-6.0,-8.0,-24.0,71.67]",70.0
"[25.0,41.0,100.25404591644713,32.0,50.0,0.0,-7.0,-9.0,100.25]",100.25404591644713
"[25.0,42.0,57.0,25.0,48.0,32.0,0.0,-6.0,70.67]",89.0
"[25.0,42.0,80.0,30.0,64.0,-4.0,-5.0,-22.0,75.33]",76.0
"[25.0,42.0,87.0,27.0,33.0,-4.0,-2.0,9.0,85.0]",83.0
"[25.0,42.0,100.25404591644713,35.0,64.0,0.0,-10.0,-22.0,100.25]",100.25404591644713
"[25.0,42.0,162.0,23.0,65.0,-5.0,2.0,-23.0,162.0]",157.0
"[25.0,43.0,44.0,22.0,58.0,10.0,3.0,-15.0,47.33]",54.0
"[25.0,43.0,88.0,33.0,61.0,-12.0,-8.0,-18.0,87.0]",76.0
"[25.0,44.0,32.0,28.0,71.0,4.0,-3.0,-27.0,33.67]",36.0
"[25.0,44.0,52.0,27.0,30.0,-13.0,-2.0,14.0,54.67]",39.0
"[25.0,45.0,58.0,20.0,75.0,5.0,5.0,-30.0,57.67]",63.0
"[25.0,45.0,62.0,24.0,79.0,10.0,1.0,-34.0,60.67]",72.0
"[25.0,46.0,58.0,20.0,66.0,7.0,5.0,-20.0,57.67]",65.0
"[25.0,46.0,80.0,20.0,69.0,-7.0,5.0,-23.0,79.0]",73.0
"[25.0,46.0,117.0,30.0,37.0,5.0,-5.0,9.0,116.67]",122.0
"[25.0,47.0,55.0,22.0,73.0,5.0,3.0,-26.0,57.0]",60.0
"[25.0,47.0,61.0,29.0,43.0,-2.0,-4.0,4.0,58.33]",59.0
"[25.0,47.0,73.0,30.0,75.0,-1.0,-5.0,-28.0,77.0]",72.0
"[25.0,48.0,43.0,34.0,43.0,-15.0,-9.0,5.0,39.67]",28.0
"[25.0,48.0,66.0,22.0,39.0,-9.0,3.0,9.0,65.0]",57.0
"[25.0,48.0,67.0,20.0,73.0,12.0,5.0,-25.0,68.67]",79.0
"[25.0,48.0,158.0,28.0,37.0,-51.0,-3.0,11.0,136.0]",107.0
"[25.0,49.0,29.0,32.0,59.0,-1.0,-7.0,-10.0,27.33]",28.0
"[25.0,49.0,181.0,30.0,55.0,78.0,-5.0,-6.0,199.67]",259.0
"[25.0,49.0,203.0,28.0,48.0,-23.0,-3.0,1.0,161.08]",180.0
"[25.0,50.0,62.0,29.0,74.0,20.0,-4.0,-24.0,65.33]",82.0
"[25.0,50.0,83.0,30.0,49.0,6.0,-5.0,1.0,83.0]",89.0
"[25.0,50.0,118.0,26.0,78.0,14.0,-1.0,-28.0,119.67]",132.0
"[25.0,51.0,36.0,24.0,72.0,0.0,1.0,-21.0,34.0]",36.0
"[25.0,51.0,44.0,28.0,69.0,-12.0,-3.0,-18.0,42.67]",32.0
"[25.0,51.0,57.0,33.0,62.0,10.0,-8.0,-11.0,71.0]",67.0
"[25.0,51.0,111.0,20.0,58.0,-42.0,5.0,-7.0,78.33]",69.0
"[25.0,51.0,154.0,28.0,74.0,-53.745954083552874,-3.0,-23.0,137.75]",100.25404591644713
"[25.0,52.0,84.0,32.0,62.0,6.0,-7.0,-10.0,84.33]",90.0
"[25.0,52.0,94.0,31.0,36.0,-5.0,-6.0,16.0,109.33]",89.0
"[25.0,52.0,100.0,23.0,35.0,-12.0,2.0,17.0,95.33]",88.0
"[25.0,53.0,36.0,34.0,57.0,-5.0,-9.0,-4.0,34.33]",31.0
"[25.0,53.0,107.0,28.0,30.0,-18.0,-3.0,23.0,95.67]",89.0
"[25.0,54.0,44.0,34.0,33.0,5.0,-9.0,21.0,44.33]",49.0
"[25.0,54.0,80.0,22.0,44.0,-10.0,3.0,10.0,69.67]",70.0
"[25.0,55.0,46.0,29.0,70.0,3.0,-4.0,-15.0,45.33]",49.0
"[25.0,55.0,238.0,29.0,40.0,-51.0,-4.0,15.0,270.33]",187.0
"[25.0,56.0,24.0,23.0,41.0,4.0,2.0,15.0,27.67]",28.0
"[25.0,56.0,36.0,28.0,60.0,14.0,-3.0,-4.0,39.0]",50.0
"[25.0,56.0,49.0,23.0,58.0,-3.0,2.0,-2.0,49.33]",46.0
"[25.0,56.0,53.0,23.0,57.0,-2.0,2.0,-1.0,53.67]",51.0
"[25.0,56.0,60.0,26.0,36.0,-1.0,-1.0,20.0,55.0]",59.0
"[25.0,56.0,96.0,27.0,62.0,4.0,-2.0,-6.0,98.67]",100.0
"[25.0,56.0,374.0,20.0,61.0,-3.0,5.0,-5.0,350.0]",371.0
"[25.0,57.0,71.0,28.0,67.0,21.0,-3.0,-10.0,77.0]",92.0
"[25.0,57.0,73.0,20.0,41.0,-4.0,5.0,16.0,75.33]",69.0
"[25.0,58.0,30.0,32.0,80.0,5.0,-7.0,-22.0,31.33]",35.0
"[25.0,58.0,62.0,20.0,65.0,-17.0,5.0,-7.0,69.33]",45.0
"[25.0,58.0,62.0,29.0,33.0,12.0,-4.0,25.0,81.67]",74.0
"[25.0,58.0,69.0,21.0,46.0,-21.0,4.0,12.0,71.67]",48.0
"[25.0,58.0,100.25404591644713,24.0,44.0,0.0,1.0,14.0,100.25]",100.25404591644713
"[25.0,58.0,113.0,32.0,67.0,4.0,-7.0,-9.0,114.33]",117.0
"[25.0,59.0,36.0,21.0,75.0,-16.0,4.0,-16.0,37.33]",20.0
"[25.0,59.0,52.0,34.0,68.0,5.0,-9.0,-9.0,62.67]",57.0
"[25.0,59.0,111.0,20.0,61.0,-5.0,5.0,-2.0,107.0]",106.0
"[25.0,59.0,189.0,35.0,64.0,-4.0,-10.0,-5.0,187.0]",185.0
"[25.0,60.0,59.0,28.0,70.0,-5.0,-3.0,-10.0,64.33]",54.0
"[25.0,60.0,132.0,32.0,55.0,-14.0,-7.0,5.0,135.0]",118.0
"[25.0,60.0,138.0,24.0,46.0,-10.0,1.0,14.0,137.33]",128.0
"[25.0,62.0,49.0,20.0,51.0,6.0,5.0,11.0,54.67]",55.0
"[25.0,62.0,53.0,23.0,54.0,-3.0,2.0,8.0,52.67]",50.0
"[25.0,62.0,72.0,26.0,48.0,-8.0,-1.0,14.0,74.0]",64.0
"[25.0,62.0,75.0,35.0,37.0,-7.0,-10.0,25.0,71.33]",68.0
"[25.0,63.0,69.0,30.0,32.0,2.0,-5.0,31.0,68.67]",71.0
"[25.0,63.0,96.0,23.0,54.0,-20.0,2.0,9.0,95.67]",76.0
"[25.0,63.0,124.0,27.0,48.0,-13.0,-2.0,15.0,120.0]",111.0
"[25.0,63.0,163.0,35.0,45.0,6.0,-10.0,18.0,168.0]",169.0
"[25.0,64.0,97.0,32.0,69.0,-1.0,-7.0,-5.0,98.33]",96.0
"[25.0,64.0,101.0,30.0,45.0,4.0,-5.0,19.0,108.67]",105.0
"[25.0,64.0,129.0,23.0,62.0,-18.0,2.0,2.0,121.0]",111.0
"[25.0,64.0,139.0,26.0,57.0,31.0,-1.0,7.0,144.33]",170.0
"[25.0,66.0,35.0,22.0,77.0,-3.0,3.0,-11.0,39.67]",32.0
"[25.0,66.0,44.0,33.0,63.0,10.0,-8.0,3.0,46.0]",54.0
"[25.0,66.0,68.0,35.0,62.0,-8.0,-10.0,4.0,74.67]",60.0
"[25.0,66.0,75.0,29.0,76.0,2.0,-4.0,-10.0,74.67]",77.0
"[25.0,66.0,99.0,20.0,68.0,20.0,5.0,-2.0,100.0]",119.0
"[25.0,66.0,111.0,27.0,44.0,-12.0,-2.0,22.0,113.33]",99.0
"[25.0,66.0,144.0,20.0,68.0,21.0,5.0,-2.0,139.33]",165.0
"[25.0,66.0,165.0,20.0,56.0,5.0,5.0,10.0,166.0]",170.0
"[25.0,66.0,299.0,20.0,67.0,2.0,5.0,-1.0,293.33]",301.0
"[25.0,67.0,15.0,26.0,53.0,2.0,-1.0,14.0,17.33]",17.0
"[25.0,67.0,78.0,35.0,46.0,21.0,-10.0,21.0,81.33]",99.0
"[25.0,67.0,152.0,32.0,40.0,-41.0,-7.0,27.0,143.0]",111.0
"[25.0,67.0,231.0,21.0,69.0,2.0,4.0,-2.0,216.67]",233.0
"[25.0,68.0,37.0,24.0,38.0,11.0,1.0,30.0,43.67]",48.0
"[25.0,69.0,88.0,27.0,41.0,-27.0,-2.0,28.0,83.67]",61.0
"[25.0,69.0,100.25404591644713,35.0,66.0,0.0,-10.0,3.0,100.25]",100.25404591644713
"[25.0,70.0,53.0,26.0,40.0,0.0,-1.0,30.0,59.67]",53.0
"[25.0,70.0,77.0,24.0,31.0,3.0,1.0,39.0,83.33]",80.0
"[25.0,71.0,86.0,29.0,58.0,5.0,-4.0,13.0,82.0]",91.0
"[25.0,72.0,90.0,20.0,41.0,16.0,5.0,31.0,110.33]",106.0
"[25.0,73.0,60.0,23.0,70.0,11.0,2.0,3.0,63.67]",71.0
"[25.0,73.0,203.0,32.0,65.0,-4.0,-7.0,8.0,206.33]",199.0
"[25.0,75.0,60.0,34.0,49.0,12.0,-9.0,26.0,57.0]",72.0
"[25.0,75.0,83.0,27.0,45.0,5.0,-2.0,30.0,85.33]",88.0
"[25.0,77.0,43.0,28.0,59.0,-11.0,-3.0,18.0,56.0]",32.0
"[25.0,77.0,332.0,25.0,54.0,-26.0,0.0,23.0,333.33]",306.0
"[25.0,78.0,30.0,33.0,47.0,29.0,-8.0,31.0,39.67]",59.0
"[25.0,78.0,66.0,33.0,56.0,4.0,-8.0,22.0,66.33]",70.0
"[25.0,78.0,92.0,26.0,69.0,-1.0,-1.0,9.0,94.0]",91.0
"[25.0,79.0,104.0,28.0,34.0,20.0,-3.0,45.0,110.0]",124.0
"[25.0,79.0,136.0,27.0,47.0,-128.0,-2.0,32.0,112.0]",8.0
"[25.0,80.0,64.0,24.0,61.0,-16.0,1.0,19.0,60.33]",48.0
"[25.0,80.0,98.0,24.0,79.0,-5.0,1.0,1.0,98.0]",93.0
"[25.0,80.0,106.0,35.0,40.0,-7.0,-10.0,40.0,107.33]",99.0
"[25.0,80.0,146.0,33.0,33.0,-78.0,-8.0,47.0,128.0]",68.0
"[26.0,30.0,53.0,35.0,44.0,-11.0,-9.0,-14.0,56.0]",42.0
"[26.0,30.0,66.0,21.0,52.0,-18.0,5.0,-22.0,60.67]",48.0
"[26.0,30.0,151.0,33.0,57.0,-6.0,-7.0,-27.0,151.33]",145.0
"[26.0,31.0,53.0,35.0,51.0,7.0,-9.0,-20.0,52.33]",60.0
"[26.0,31.0,77.0,28.0,73.0,-13.0,-2.0,-42.0,73.33]",64.0
"[26.0,32.0,49.0,30.0,46.0,15.0,-4.0,-14.0,52.33]",64.0
"[26.0,32.0,89.0,28.0,61.0,22.0,-2.0,-29.0,90.33]",111.0
"[26.0,32.0,107.0,27.0,42.0,-11.0,-1.0,-10.0,99.0]",96.0
"[26.0,32.0,215.0,22.0,54.0,-17.0,4.0,-22.0,210.67]",198.0
"[26.0,32.0,230.0,34.0,46.0,10.0,-8.0,-14.0,228.0]",240.0
"[26.0,33.0,51.0,34.0,38.0,-2.0,-8.0,-5.0,47.67]",49.0
"[26.0,33.0,73.0,32.0,34.0,4.0,-6.0,-1.0,72.0]",77.0
"[26.0,34.0,116.0,27.0,47.0,-6.0,-1.0,-13.0,108.0]",110.0
"[26.0,34.0,183.0,32.0,46.0,25.0,-6.0,-12.0,186.33]",208.0
"[26.0,35.0,51.0,21.0,65.0,5.0,5.0,-30.0,55.33]",56.0
"[26.0,35.0,88.0,32.0,74.0,22.0,-6.0,-39.0,91.33]",110.0
"[26.0,35.0,137.0,33.0,36.0,-4.0,-7.0,-1.0,135.0]",133.0
"[26.0,35.0,176.0,34.0,70.0,-6.0,-8.0,-35.0,169.0]",170.0
"[26.0,36.0,46.0,29.0,59.0,14.0,-3.0,-23.0,52.33]",60.0
"[26.0,36.0,67.0,25.0,51.0,1.0,1.0,-15.0,64.0]",68.0
"[26.0,36.0,70.0,24.0,61.0,-3.0,2.0,-25.0,67.33]",67.0
"[26.0,36.0,100.25404591644713,33.0,64.0,0.0,-7.0,-28.0,81.17]",100.25404591644713
"[26.0,36.0,110.0,26.0,35.0,10.0,0.0,1.0,106.0]",120.0
"[26.0,37.0,63.0,31.0,65.0,33.0,-5.0,-28.0,67.67]",96.0
"[26.0,37.0,100.25404591644713,34.0,36.0,0.0,-8.0,1.0,100.25]",100.25404591644713
"[26.0,37.0,122.0,33.0,63.0,9.0,-7.0,-26.0,122.33]",131.0
"[26.0,37.0,200.0,34.0,32.0,-9.0,-8.0,5.0,208.33]",191.0
"[26.0,38.0,82.0,32.0,39.0,3.0,-6.0,-1.0,82.0]",85.0
"[26.0,38.0,136.0,32.0,32.0,26.0,-6.0,6.0,135.0]",162.0
"[26.0,39.0,71.0,20.0,61.0,-7.0,6.0,-22.0,70.33]",64.0
"[26.0,39.0,98.0,21.0,44.0,-14.0,5.0,-5.0,96.67]",84.0
"[26.0,39.0,100.25404591644713,30.0,54.0,0.0,-4.0,-15.0,100.25]",100.25404591644713
"[26.0,39.0,103.0,30.0,34.0,-6.0,-4.0,5.0,97.33]",97.0
"[26.0,41.0,84.0,34.0,63.0,-8.0,-8.0,-22.0,86.0]",76.0
"[26.0,41.0,120.0,20.0,68.0,-9.0,6.0,-27.0,123.33]",111.0
"[26.0,41.0,159.0,30.0,52.0,14.0,-4.0,-11.0,163.0]",173.0
"[26.0,42.0,44.0,30.0,36.0,11.0,-4.0,6.0,45.0]",55.0
"[26.0,43.0,47.0,34.0,68.0,-4.0,-8.0,-25.0,38.33]",43.0
"[26.0,43.0,54.0,26.0,70.0,25.0,0.0,-27.0,68.0]",79.0
"[26.0,43.0,79.0,24.0,73.0,-7.0,2.0,-30.0,77.0]",72.0
"[26.0,44.0,180.0,25.0,49.0,30.0,1.0,-5.0,197.67]",210.0
"[26.0,44.0,330.0,33.0,51.0,-52.0,-7.0,-7.0,330.0]",278.0
"[26.0,46.0,40.0,24.0,60.0,2.0,2.0,-14.0,41.33]",42.0
"[26.0,47.0,28.0,24.0,66.0,19.0,2.0,-19.0,34.0]",47.0
"[26.0,47.0,132.0,29.0,49.0,-42.0,-3.0,-2.0,103.67]",90.0
"[26.0,48.0,86.0,20.0,50.0,-14.0,6.0,-2.0,84.67]",72.0
"[26.0,48.0,102.0,21.0,34.0,-12.0,5.0,14.0,98.33]",90.0
"[26.0,49.0,10.0,32.0,80.0,9.0,-6.0,-31.0,15.33]",19.0
"[26.0,49.0,290.0,20.0,45.0,-9.0,6.0,4.0,281.33]",281.0
"[26.0,50.0,19.0,29.0,60.0,-1.0,-3.0,-10.0,21.33]",18.0
"[26.0,50.0,164.0,20.0,59.0,1.0,6.0,-9.0,169.0]",165.0
"[26.0,51.0,48.0,21.0,72.0,-3.0,5.0,-21.0,50.67]",45.0
"[26.0,51.0,53.0,25.0,70.0,-16.0,1.0,-19.0,47.67]",37.0
"[26.0,51.0,115.0,35.0,46.0,2.0,-9.0,5.0,116.33]",117.0
"[26.0,52.0,49.0,22.0,60.0,3.0,4.0,-8.0,47.33]",52.0
"[26.0,52.0,109.0,27.0,73.0,-14.0,-1.0,-21.0,128.33]",95.0
"[26.0,52.0,116.0,24.0,40.0,-51.0,2.0,12.0,118.67]",65.0
"[26.0,53.0,20.0,34.0,37.0,-5.0,-8.0,16.0,21.0]",15.0
"[26.0,53.0,28.0,25.0,56.0,8.0,1.0,-3.0,29.33]",36.0
"[26.0,53.0,31.0,32.0,77.0,5.0,-6.0,-24.0,37.67]",36.0
"[26.0,53.0,65.0,28.0,50.0,-18.0,-2.0,3.0,63.67]",47.0
"[26.0,53.0,76.0,28.0,43.0,-7.0,-2.0,10.0,73.67]",69.0
"[26.0,54.0,27.0,27.0,70.0,-2.0,-1.0,-16.0,28.33]",25.0
"[26.0,54.0,57.0,25.0,59.0,-1.0,1.0,-5.0,55.0]",56.0
"[26.0,54.0,66.0,31.0,49.0,-5.0,-5.0,5.0,71.0]",61.0
"[26.0,55.0,37.0,30.0,54.0,7.0,-4.0,1.0,39.0]",44.0
"[26.0,55.0,140.0,26.0,36.0,8.0,0.0,19.0,144.0]",148.0
"[26.0,56.0,68.0,33.0,80.0,1.0,-7.0,-24.0,73.67]",69.0
"[26.0,57.0,43.0,33.0,79.0,-6.0,-7.0,-22.0,42.67]",37.0
"[26.0,57.0,61.0,23.0,78.0,-2.0,3.0,-21.0,60.33]",59.0
"[26.0,57.0,100.25404591644713,35.0,57.0,0.0,-9.0,0.0,100.25]",100.25404591644713
"[26.0,57.0,256.0,23.0,68.0,-80.0,3.0,-11.0,226.33]",176.0
"[26.0,58.0,60.0,28.0,74.0,2.0,-2.0,-16.0,67.0]",62.0
"[26.0,58.0,74.0,27.0,76.0,-9.0,-1.0,-18.0,69.67]",65.0
"[26.0,58.0,100.25404591644713,27.0,31.0,0.0,-1.0,27.0,100.25]",100.25404591644713
